8,0,0,6,1,1,0,0,8025796000685,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1222,,,0.000000,0.000000,0.000000,0.000000,2,0,1,0,2,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2013-12-12 13:09:30","2015-07-17 15:44:41",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Olio-di-Mandorle-Dolci-I-Provenzali-2-pz-da-250-ml-/370843542005?pt=Cura_del_Corpo&hash=item5657ff61f5
11,0,0,4,1,1,0,0,8025796001439,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1310,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 15:27:02","2015-07-17 15:35:18",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,
12,0,0,5,1,1,0,0,8025796001453,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1334,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 15:37:24","2015-10-01 15:15:14",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Shampoo-Semi-di-Lino-I-Provenzali-3-pz-250-ml-/370844079843?pt=Cura_dei_Capelli&hash=item56580796e3
13,0,0,7,1,1,0,0,8025796000210,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1030.39,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 15:47:13","2015-08-27 16:18:39",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Saponetta-Vegetale-Extrafine-I-Provenzali-Camomilla-6-pezzi-da-100-g-/370803278955?pt=Cura_del_Corpo&hash=item565599046b
14,0,0,8,1,1,0,0,8025796000173,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1002,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:10:57","2015-02-04 12:41:50",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Saponetta-Marsiglia-Extrafina-I-Provenzali-6-pz-da-150-g-/321153000234?pt=Cura_del_Corpo&hash=item4ac635e32a
15,0,0,15,1,1,0,0,8025796002696,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1654,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:13:50","2015-05-07 10:06:09",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Bagnetto-Corpo-e-Capelli-Biologico-Bimbi-3-pz-da-250-mL-/321153019227?pt=Cura_del_Corpo&hash=item4ac6362d5b
16,0,0,14,1,1,0,0,8025796002603,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1704,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:15:04","2016-02-18 09:24:46",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Shampoo-Sapote-I-Provenzali-2-pz-250-ml-/321152850556?pt=Cura_dei_Capelli&hash=item4ac6339a7c
17,0,0,13,1,1,0,0,8025796002191,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1601,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:16:49","2016-01-07 09:07:54",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Olio-Puro-di-Argan-I-Provenzali-Bio-2-pezzi-da-50-ml-/321152264196?pt=Cura_del_Corpo&hash=item4ac62aa804
18,0,0,12,1,1,0,0,8025796000241,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1114,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:18:01","2015-10-29 16:16:25",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Bucato-Liquido-Marsiglia-I-Provenzali-3-pz-da-1000-ml-/370844136443?pt=Altro_per_Bellezza_e_Salute&hash=item56580873fb
19,0,0,11,1,1,0,0,8025796001538,,0.000000,0,1,0.000000,0.000000,,0.000000,0.00,1362,,,0.000000,0.000000,0.000000,0.000000,2,0,0,0,0,1,404,0,1,0000-00-00,new,1,1,both,0,0,0,0,"2014-01-14 17:19:24","2015-03-02 12:28:23",0,http://www.amazon.it/s?ie=UTF8&field-keywords=I%20Provenzali%20-%20natura%20senza%20compromessi&index=sporting&search-type=ss,http://www.ebay.it/itm/Saponetta-allo-Zolfo-I-Provenzali-6-pezzi-da-100-g-/321152237469?pt=Cura_del_Viso_e_della_Pelle&hash=item4ac62a3f9d
